bins_loss,bins_sparse_categorical_accuracy,loss,reject_binary_accuracy,reject_loss,val_bins_loss,val_bins_sparse_categorical_accuracy,val_loss,val_reject_binary_accuracy,val_reject_loss
0.010313858278095722,0.8063722252845764,0.10588061809539795,0.968912661075592,0.08530309796333313,0.05008569359779358,0.8315955996513367,0.12993673980236053,0.9914692044258118,0.02964308112859726
0.01155101042240858,0.7929385304450989,0.058973148465156555,0.9883246421813965,0.03578038513660431,0.043502021580934525,0.716271698474884,0.10611654818058014,0.9927330017089844,0.01901203952729702
0.02755586802959442,0.7619918584823608,0.07908948510885239,0.99106764793396,0.023863980546593666,0.03655564785003662,0.7892575263977051,0.09272422641515732,0.9911532402038574,0.019525369629263878
0.007907453924417496,0.8304262161254883,0.035895414650440216,0.9924743175506592,0.02002805843949318,0.03020656667649746,0.8246445655822754,0.0754348412156105,0.9946287274360657,0.014950267039239407
0.013002125546336174,0.7852018475532532,0.040958963334560394,0.9941623210906982,0.014987370930612087,0.04611291363835335,0.8714060187339783,0.10557281970977783,0.9952606558799744,0.013247061520814896
0.00977380108088255,0.8054578900337219,0.033353060483932495,0.9947953224182129,0.013753961771726608,0.04800967127084732,0.7551342844963074,0.1101062148809433,0.99494469165802,0.01398255955427885
0.003967884927988052,0.812913179397583,0.01846753992140293,0.9962019920349121,0.010503457859158516,0.05721486359834671,0.8960505723953247,0.12636584043502808,0.9962085485458374,0.011816507205367088
0.004418434575200081,0.8100295662879944,0.018141688778996468,0.996412992477417,0.009277104400098324,0.03872503340244293,0.8603475689888,0.08862821757793427,0.9955766201019287,0.011094235815107822
0.015713505446910858,0.7721901535987854,0.04235204681754112,0.996342658996582,0.010859775356948376,0.03425915911793709,0.7633491158485413,0.07779654860496521,0.9968404173851013,0.009204584173858166
0.0031587884295731783,0.7613588571548462,0.012906141579151154,0.998100996017456,0.006569839548319578,0.04171774908900261,0.800000011920929,0.09299783408641815,0.99747234582901,0.009474274702370167
